set	id	aa	lipobox	tm_count	anchor_mode	passes
1_RANDOM	1_RANDOM|264	70	0	0	none	0
1_RANDOM	1_RANDOM|265	82	0	0	none	0
1_RANDOM	1_RANDOM|266	156	0	0	none	0
1_RANDOM	1_RANDOM|267	229	0	0	none	0
1_RANDOM	1_RANDOM|268	151	0	0	none	0
1_RANDOM	1_RANDOM|269	169	0	0	none	0
1_RANDOM	1_RANDOM|270	74	0	0	none	0
1_RANDOM	1_RANDOM|271	76	0	0	none	0
1_RANDOM	1_RANDOM|272	72	0	0	none	0
1_RANDOM	1_RANDOM|273	91	0	0	none	0
1_RANDOM	1_RANDOM|274	71	0	0	none	0
1_RANDOM	1_RANDOM|275	130	0	0	none	0
1_RANDOM	1_RANDOM|276	129	0	1	single_pass	1
1_RANDOM	1_RANDOM|277	122	0	0	none	0
1_RANDOM	1_RANDOM|278	84	0	0	none	0
1_RANDOM	1_RANDOM|279	229	0	5	multi_pass	1
1_RANDOM	1_RANDOM|280	103	0	0	none	0
1_RANDOM	1_RANDOM|281	145	0	0	none	0
1_RANDOM	1_RANDOM|282	107	0	0	none	0
1_RANDOM	1_RANDOM|283	247	0	0	none	0
1_RANDOM	1_RANDOM|284	182	0	0	none	0
1_RANDOM	1_RANDOM|285	95	0	0	none	0
1_RANDOM	1_RANDOM|286	101	0	3	multi_pass	1
1_RANDOM	1_RANDOM|287	227	1	0	lipid	1
1_RANDOM	1_RANDOM|288	125	0	0	none	0
1_RANDOM	1_RANDOM|289	67	0	0	none	0
1_RANDOM	1_RANDOM|290	130	0	4	multi_pass	1
1_RANDOM	1_RANDOM|291	189	0	0	none	0
1_RANDOM	1_RANDOM|292	234	0	1	single_pass	1
1_RANDOM	1_RANDOM|293	112	0	0	none	0
1_RANDOM	1_RANDOM|294	188	0	2	multi_pass	1
1_RANDOM	1_RANDOM|295	245	0	0	none	0
1_RANDOM	1_RANDOM|296	125	0	0	none	0
1_RANDOM	1_RANDOM|297	108	0	1	single_pass	1
1_RANDOM	1_RANDOM|298	100	0	0	none	0
1_RANDOM	1_RANDOM|299	122	0	0	none	0
1_RANDOM	1_RANDOM|300	66	1	0	lipid	1
1_RANDOM	1_RANDOM|301	54	0	0	none	0
1_RANDOM	1_RANDOM|302	175	0	0	none	0
1_RANDOM	1_RANDOM|303	234	0	0	none	0
1_RANDOM	1_RANDOM|304	55	0	0	none	0
1_RANDOM	1_RANDOM|305	97	0	0	none	0
1_RANDOM	1_RANDOM|306	91	0	0	none	0
1_RANDOM	1_RANDOM|307	63	0	0	none	0
1_RANDOM	1_RANDOM|308	243	0	0	none	0
1_RANDOM	1_RANDOM|309	153	0	0	none	0
1_RANDOM	1_RANDOM|310	234	0	0	none	0
1_RANDOM	1_RANDOM|311	221	0	5	multi_pass	1
1_RANDOM	1_RANDOM|312	145	0	0	none	0
1_RANDOM	1_RANDOM|313	88	0	2	multi_pass	1
1_RANDOM	1_RANDOM|314	73	0	0	none	0
1_RANDOM	1_RANDOM|315	216	0	1	single_pass	1
1_RANDOM	1_RANDOM|316	170	0	0	none	0
1_RANDOM	1_RANDOM|317	85	0	0	none	0
1_RANDOM	1_RANDOM|318	204	0	0	none	0
1_RANDOM	1_RANDOM|319	84	0	0	none	0
1_RANDOM	1_RANDOM|320	234	0	0	none	0
1_RANDOM	1_RANDOM|321	234	0	0	none	0
1_RANDOM	1_RANDOM|322	209	0	0	none	0
1_RANDOM	1_RANDOM|323	135	0	2	multi_pass	1
1_RANDOM	1_RANDOM|324	149	0	0	none	0
1_RANDOM	1_RANDOM|325	63	0	1	single_pass	1
1_RANDOM	1_RANDOM|326	97	0	0	none	0
1_RANDOM	1_RANDOM|327	118	0	4	multi_pass	1
1_RANDOM	1_RANDOM|328	230	0	1	single_pass	1
1_RANDOM	1_RANDOM|329	77	0	0	none	0
1_RANDOM	1_RANDOM|330	72	0	0	none	0
1_RANDOM	1_RANDOM|331	141	0	0	none	0
1_RANDOM	1_RANDOM|332	86	0	2	multi_pass	1
1_RANDOM	1_RANDOM|333	198	0	2	multi_pass	1
1_RANDOM	1_RANDOM|334	202	0	0	none	0
1_RANDOM	1_RANDOM|335	104	0	0	none	0
1_RANDOM	1_RANDOM|336	87	0	0	none	0
1_RANDOM	1_RANDOM|337	85	0	0	none	0
1_RANDOM	1_RANDOM|338	97	0	2	multi_pass	1
1_RANDOM	1_RANDOM|339	163	0	0	none	0
1_RANDOM	1_RANDOM|340	79	0	0	none	0
1_RANDOM	1_RANDOM|341	153	0	0	none	0
1_RANDOM	1_RANDOM|342	52	0	1	single_pass	1
1_RANDOM	1_RANDOM|343	112	0	0	none	0
1_RANDOM	1_RANDOM|344	218	0	8	multi_pass	1
1_RANDOM	1_RANDOM|345	117	0	0	none	0
1_RANDOM	1_RANDOM|346	243	0	1	single_pass	1
1_RANDOM	1_RANDOM|347	189	0	0	none	0
1_RANDOM	1_RANDOM|348	97	0	0	none	0
1_RANDOM	1_RANDOM|349	48	0	2	multi_pass	1
1_RANDOM	1_RANDOM|350	48	0	1	single_pass	1
1_RANDOM	1_RANDOM|351	135	0	0	none	0
1_RANDOM	1_RANDOM|352	93	0	0	none	0
1_RANDOM	1_RANDOM|353	86	0	0	none	0
1_RANDOM	1_RANDOM|354	143	0	3	multi_pass	1
1_RANDOM	1_RANDOM|355	144	0	0	none	0
1_RANDOM	1_RANDOM|356	154	0	0	none	0
1_RANDOM	1_RANDOM|357	77	0	0	none	0
1_RANDOM	1_RANDOM|358	143	0	0	none	0
1_RANDOM	1_RANDOM|359	111	0	0	none	0
1_RANDOM	1_RANDOM|360	101	0	0	none	0
1_RANDOM	1_RANDOM|361	50	0	0	none	0
1_RANDOM	1_RANDOM|362	170	0	1	single_pass	1
1_RANDOM	1_RANDOM|363	221	0	0	none	0
1_RANDOM	1_RANDOM|364	107	0	0	none	0
1_RANDOM	1_RANDOM|365	208	0	0	none	0
1_RANDOM	1_RANDOM|366	109	0	3	multi_pass	1
1_RANDOM	1_RANDOM|367	82	0	0	none	0
1_RANDOM	1_RANDOM|368	49	0	0	none	0
1_RANDOM	1_RANDOM|369	71	0	0	none	0
1_RANDOM	1_RANDOM|370	211	0	0	none	0
1_RANDOM	1_RANDOM|371	144	0	0	none	0
1_RANDOM	1_RANDOM|372	193	0	0	none	0
1_RANDOM	1_RANDOM|373	81	0	0	none	0
1_RANDOM	1_RANDOM|374	222	0	2	multi_pass	1
1_RANDOM	1_RANDOM|375	74	0	0	none	0
1_RANDOM	1_RANDOM|376	154	0	0	none	0
1_RANDOM	1_RANDOM|377	85	0	2	multi_pass	1
1_RANDOM	1_RANDOM|378	175	0	0	none	0
1_RANDOM	1_RANDOM|379	245	0	1	single_pass	1
1_RANDOM	1_RANDOM|380	158	0	2	multi_pass	1
1_RANDOM	1_RANDOM|381	173	0	0	none	0
1_RANDOM	1_RANDOM|382	90	0	0	none	0
1_RANDOM	1_RANDOM|383	50	0	0	none	0
1_RANDOM	1_RANDOM|384	207	0	6	multi_pass	1
1_RANDOM	1_RANDOM|385	192	0	0	none	0
1_RANDOM	1_RANDOM|386	157	0	0	none	0
1_RANDOM	1_RANDOM|387	58	0	0	none	0
1_RANDOM	1_RANDOM|388	179	0	0	none	0
1_RANDOM	1_RANDOM|389	246	0	0	none	0
1_RANDOM	1_RANDOM|390	112	0	3	multi_pass	1
1_RANDOM	1_RANDOM|391	237	0	0	none	0
1_RANDOM	1_RANDOM|392	56	0	0	none	0
1_RANDOM	1_RANDOM|393	73	0	0	none	0
1_RANDOM	1_RANDOM|394	196	0	0	none	0
1_RANDOM	1_RANDOM|395	59	0	0	none	0
1_RANDOM	1_RANDOM|396	171	0	0	none	0
1_RANDOM	1_RANDOM|397	79	0	0	none	0
1_RANDOM	1_RANDOM|398	92	0	0	none	0
1_RANDOM	1_RANDOM|399	62	0	0	none	0
1_RANDOM	1_RANDOM|400	168	0	0	none	0
1_RANDOM	1_RANDOM|401	82	0	0	none	0
1_RANDOM	1_RANDOM|402	103	0	4	multi_pass	1
1_RANDOM	1_RANDOM|403	95	0	0	none	0
1_RANDOM	1_RANDOM|404	77	0	0	none	0
1_RANDOM	1_RANDOM|405	237	0	1	single_pass	1
1_RANDOM	1_RANDOM|406	77	0	0	none	0
1_RANDOM	1_RANDOM|407	242	0	0	none	0
1_RANDOM	1_RANDOM|408	131	0	0	none	0
1_RANDOM	1_RANDOM|409	154	0	2	multi_pass	1
1_RANDOM	1_RANDOM|410	153	0	0	none	0
1_RANDOM	1_RANDOM|411	132	0	0	none	0
1_RANDOM	1_RANDOM|412	234	0	0	none	0
1_RANDOM	1_RANDOM|413	66	0	1	single_pass	1
1_RANDOM	1_RANDOM|414	96	0	0	none	0
1_RANDOM	1_RANDOM|415	204	0	0	none	0
1_RANDOM	1_RANDOM|416	85	0	0	none	0
1_RANDOM	1_RANDOM|417	92	0	0	none	0
1_RANDOM	1_RANDOM|418	200	0	0	none	0
1_RANDOM	1_RANDOM|419	76	0	2	multi_pass	1
1_RANDOM	1_RANDOM|420	138	0	0	none	0
1_RANDOM	1_RANDOM|421	91	0	0	none	0
1_RANDOM	1_RANDOM|422	116	0	2	multi_pass	1
1_RANDOM	1_RANDOM|423	141	0	0	none	0
1_RANDOM	1_RANDOM|424	198	0	0	none	0
1_RANDOM	1_RANDOM|425	246	0	0	none	0
1_RANDOM	1_RANDOM|426	160	0	1	single_pass	1
1_RANDOM	1_RANDOM|427	173	0	0	none	0
1_RANDOM	1_RANDOM|428	237	0	0	none	0
1_RANDOM	1_RANDOM|429	217	0	7	multi_pass	1
1_RANDOM	1_RANDOM|430	63	0	0	none	0
1_RANDOM	1_RANDOM|431	116	1	0	lipid	1
1_RANDOM	1_RANDOM|432	76	0	2	multi_pass	1
1_RANDOM	1_RANDOM|433	153	0	0	none	0
1_RANDOM	1_RANDOM|434	58	0	0	none	0
1_RANDOM	1_RANDOM|435	139	0	0	none	0
1_RANDOM	1_RANDOM|436	105	0	0	none	0
1_RANDOM	1_RANDOM|437	101	0	0	none	0
1_RANDOM	1_RANDOM|438	94	0	2	multi_pass	1
1_RANDOM	1_RANDOM|439	105	0	3	multi_pass	1
1_RANDOM	1_RANDOM|440	212	0	0	none	0
1_RANDOM	1_RANDOM|441	31	0	0	none	0
1_RANDOM	1_RANDOM|442	76	0	0	none	0
1_RANDOM	1_RANDOM|443	110	0	0	none	0
1_RANDOM	1_RANDOM|444	118	0	0	none	0
1_RANDOM	1_RANDOM|445	99	0	0	none	0
1_RANDOM	1_RANDOM|446	172	0	0	none	0
1_RANDOM	1_RANDOM|447	103	0	3	multi_pass	1
1_RANDOM	1_RANDOM|448	74	0	0	none	0
1_RANDOM	1_RANDOM|449	111	0	0	none	0
1_RANDOM	1_RANDOM|450	141	0	0	none	0
1_RANDOM	1_RANDOM|451	139	0	0	none	0
1_RANDOM	1_RANDOM|452	226	0	0	none	0
1_RANDOM	1_RANDOM|453	104	0	0	none	0
1_RANDOM	1_RANDOM|454	60	0	0	none	0
1_RANDOM	1_RANDOM|455	63	0	0	none	0
1_RANDOM	1_RANDOM|456	174	0	0	none	0
1_RANDOM	1_RANDOM|457	96	0	0	none	0
1_RANDOM	1_RANDOM|458	221	0	0	none	0
1_RANDOM	1_RANDOM|459	79	0	0	none	0
1_RANDOM	1_RANDOM|460	65	1	0	lipid	1
1_RANDOM	1_RANDOM|461	85	0	0	none	0
1_RANDOM	1_RANDOM|462	53	0	0	none	0
1_RANDOM	1_RANDOM|463	188	0	1	single_pass	1
1_RANDOM	1_RANDOM|464	76	0	2	multi_pass	1
1_RANDOM	1_RANDOM|465	191	0	0	none	0
1_RANDOM	1_RANDOM|466	175	0	0	none	0
1_RANDOM	1_RANDOM|467	76	0	0	none	0
1_RANDOM	1_RANDOM|468	240	0	0	none	0
1_RANDOM	1_RANDOM|469	145	0	0	none	0
1_RANDOM	1_RANDOM|470	65	0	0	none	0
1_RANDOM	1_RANDOM|471	74	0	0	none	0
1_RANDOM	1_RANDOM|472	205	0	0	none	0
1_RANDOM	1_RANDOM|473	76	0	0	none	0
1_RANDOM	1_RANDOM|474	169	0	0	none	0
1_RANDOM	1_RANDOM|475	75	0	3	multi_pass	1
1_RANDOM	1_RANDOM|476	65	0	0	none	0
1_RANDOM	1_RANDOM|477	193	0	1	single_pass	1
1_RANDOM	1_RANDOM|478	91	0	0	none	0
1_RANDOM	1_RANDOM|479	240	0	0	none	0
1_RANDOM	1_RANDOM|480	96	0	0	none	0
1_RANDOM	1_RANDOM|481	121	0	2	multi_pass	1
1_RANDOM	1_RANDOM|482	75	0	0	none	0
1_RANDOM	1_RANDOM|483	79	0	0	none	0
1_RANDOM	1_RANDOM|484	134	0	5	multi_pass	1
